person1,4,2,21,44
person2,11,0,27,43
person3,73,4,33,38
person4,93,2,21,37
person5,108,2,44,43
person6,150,0,34,38
person7,195,1,56,58
person8,234,0,34,38
person9,260,0,28,42
person10,277,2,28,39
person11,293,0,24,32
person12,343,2,26,55
person13,53,17,26,49
person14,360,13,19,54
person15,0,37,29,57
person16,25,1,44,85
person17,65,3,44,81
person18,284,7,76,80
person19,107,0,42,125
person20,152,8,68,112
